name,train_p,train_s,train_l,test_p,test_s,test_l
playroom_ours_1,0,0,0,28.917457580566406,0.8856347799301147,0.27557823061943054
playroom_ours_10,0,0,0,29.01363754272461,0.8862128257751465,0.2752935290336609
playroom_ours_2000,0,0,0,29.71725082397461,0.8940354585647583,0.2727341651916504
playroom_ours_10,0,0,0,28.63385581970215,0.8923437595367432,0.2686452865600586
playroom_ours_2000,0,0,0,29.71390151977539,0.8942316770553589,0.2728132903575897
